season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
2024,CAR,RB,RB,28.0,RET,Rashaad Penny,Rashaad,Penny,1996-02-02,71.0,220,San Diego State,00-0034750,3139925,2b119688-83b5-4d19-acbf-fa2087035fae,30997,12830,27414,PennRa00,19799,4985,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwvzwst6cfcwifblqtsj",,18,REG,R02,Rashaad,PEN504753,46096,32005045-4e50-4753-3f3f-c08ffd9467b0,2018,2018.0,SEA,27.0,28.0
2024,BAL,TE,TE,89.0,ACT,Mark Andrews,Mark,Andrews,1995-09-06,77.0,255,Oklahoma,00-0034753,3116365,0618f387-9b72-4270-8b8f-dec4cccc9e4a,31056,12559,47436,AndrMa00,19803,5012,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y5maejm3puruskwc344y",SLOT_WR,20,DIV,A01,Mark,AND701433,46155,3200414e-4470-1433-75dd-307507e53173,2018,2018.0,BAL,86.0,28.0
2024,LV,WR,WR,13.0,RET,Michael Gallup,Michael,Gallup,1996-03-04,73.0,200,Colorado State,00-0034764,4036348,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,31051,12810,26075,GallMi00,19867,5038,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tt9xpcg4x2z3osc1fcq6",,18,REG,R02,Michael,GAL779981,46150,32004741-4c77-9981-95e1-30b1c57c6002,2018,2018.0,DAL,81.0,28.0
2024,DET,WR,WR,10.0,CUT,Tre'Quan Smith,Tre'Quan,Smith,1996-01-07,74.0,210,Central Florida,00-0034765,3128451,c65b8d70-ac93-4782-996a-ef96fd11047c,31061,12567,48228,SmitTr03,19897,5026,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlpyarxwfw6jue0m0e0o",,8,REG,R01,Tre'Quan,SMI764556,46160,3200534d-4976-4556-d545-e418d85634bb,2018,2018.0,NO,91.0,28.0
2024,TEN,QB,QB,11.0,ACT,Mason Rudolph,Mason,Rudolph,1995-07-17,77.0,235,Oklahoma State,00-0034771,3116407,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,31046,12629,46569,RudoMa00,19850,4972,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pn938e0z2fobxmzfxmlh",QB,18,REG,A01,Mason,RUD321216,46145,32005255-4432-1216-a9be-28502c0847e4,2018,2018.0,PIT,76.0,29.0
2024,JAX,WR,WR,13.0,RES,Christian Kirk,Christian,Kirk,1996-11-18,71.0,200,Texas A&amp;M,00-0034775,3895856,ebcd87ce-218c-4144-810b-921c2f59d6e8,31017,12508,47546,KirkCh01,19815,4950,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ersmmtjmjlpsy9lmjvde",,18,REG,R01,Christian,KIR257918,46116,32004b49-5225-7918-e402-81feed3bdafb,2018,2018.0,ARI,47.0,27.0
2024,LAC,WR,WR,9.0,ACT,DJ Chark,Darrell,Chark,1996-09-23,75.0,198,Louisiana State,00-0034777,3115394,c2a7bd8a-d141-423a-8810-0988a59ff0b4,31031,12820,47702,CharDJ00,19816,4951,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skuieceh50r31ulwpo5s",WR,19,WC,A01,D.J.,CHA553392,46130,32004348-4155-3392-9ee6-7f21c24c95c9,2018,2018.0,JAX,61.0,27.0
2024,CLE,RB,RB,24.0,RES,Nick Chubb,Nicholas,Chubb,1995-12-27,71.0,225,Georgia,00-0034791,3128720,4bd60b33-9fbf-4156-ba2b-8264ac37b418,31005,12886,45783,ChubNi00,19798,4988,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo",,18,REG,R01,Nick,CHU033942,46104,32004348-5503-3942-d8b2-181bd658412e,2018,2018.0,CLE,35.0,28.0
2024,BAL,QB,QB,8.0,ACT,Lamar Jackson,Lamar,Jackson,1997-01-07,74.0,212,Louisville,00-0034796,3916387,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,31002,12561,46416,JackLa00,19781,4881,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",QB,20,DIV,A01,Lamar,JAC323395,46101,32004a41-4332-3395-efb0-6c7b75de50af,2018,2018.0,BAL,32.0,27.0
2024,MIA,TE,TE,81.0,ACT,Durham Smythe,Durham,Smythe,1995-08-09,78.0,260,Notre Dame,00-0034798,3052897,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8,31093,12807,47257,SmytDu00,19943,5008,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twxkgrnpjotgyhwawfsv",TE,18,REG,A01,Durham,SMY283236,46192,3200534d-5928-3236-3c59-343ab736cca3,2018,2018.0,MIA,123.0,29.0
2024,CLE,RB,RB,42.0,ACT,John Kelly,John,Kelly,1996-10-04,70.0,205,Tennessee,00-0034808,3915381,27156b0b-e82d-4d02-8a04-ca1891d77110,31145,12555,34761,KellJo00,19957,5076,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pcjtitrxadmpg7ujoddg",,18,REG,A01,John,KEL641184,46245,32004b45-4c64-1184-f35f-fa8ffac29350,2018,2018.0,LA,176.0,27.0
2024,CHI,WR,WR,2.0,ACT,DJ Moore,Denniston,Moore,1997-04-14,72.0,215,Maryland,00-0034827,3915416,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,30994,12477,48267,MoorD.00,19844,4983,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqb9xnzm9brx79zl6wve",WR,18,REG,A01,D.J.,MOO272423,46093,32004d4f-4f27-2423-f0b4-728a741b03cb,2018,2018.0,CAR,24.0,27.0
2024,CIN,TE,TE,88.0,ACT,Mike Gesicki,Michael,Gesicki,1995-10-03,78.0,252,Penn State,00-0034829,3116164,1012cbe0-7eba-4169-bfca-183a0204e1a7,31012,12764,47153,GesiMi00,19853,4993,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zabpknonv9ozmkyw4qqt",SLOT_WR,18,REG,A01,Mike,GES490798,46111,32004745-5349-0798-d83d-d46852aa6fbb,2018,2018.0,MIA,42.0,28.0
2024,LAC,TE,TE,88.0,INA,Hayden Hurst,Hayden,Hurst,1993-08-24,76.0,245,South Carolina,00-0034830,3924365,1b125fc4-5dd9-4eb9-a42f-048e61ca42b7,30995,12467,47294,HursHa00,19843,4973,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",,19,WC,A01,Hayden,HUR495014,46094,32004855-5249-5014-7c57-e10d2c41fe87,2018,2018.0,BAL,25.0,31.0
2024,TEN,WR,WR,0.0,ACT,Calvin Ridley,Calvin,Ridley,1994-12-20,73.0,190,Alabama,00-0034837,3925357,926e2674-52d6-4cec-9991-46ee85cc8cfd,30996,12616,48262,RidlCa00,19802,4981,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmeij0cfgylmurfybs74",WR,18,REG,A01,Calvin,RID652384,46095,32005249-4465-2384-7253-3a4b46622aa9,2018,2018.0,ATL,26.0,29.0
2024,LA,RB,RB,35.0,DEV,Royce Freeman,Royce,Freeman,1996-02-24,72.0,238,Oregon,00-0034838,3122672,82f459c4-bf23-4d60-9eb6-b062994f5517,31041,12892,45747,FreeRo00,19823,5046,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qs4e1hiqj9xymlqk6yas",,20,DIV,P07,Royce,FRE376456,46140,32004652-4537-6456-ac22-4a857061d9e4,2018,2018.0,DEN,71.0,28.0
2024,PHI,RB,RB,26.0,ACT,Saquon Barkley,Saquon,Barkley,1997-02-09,72.0,233,Penn State,00-0034844,3929630,9811b753-347c-467a-b3cb-85937e71e2b9,30972,12507,45791,BarkSa00,19766,4866,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ugiuanl8bf6uoya5mgid",RB,22,SB,A01,Saquon,BAR192674,46071,32004241-5219-2674-af43-1519254e563d,2018,2018.0,NYG,2.0,27.0
2024,ATL,WR,WR,12.0,ACT,KhaDarel Hodge,KhaDarel Lott,Hodge,1995-01-03,74.0,205,Prairie View,00-0034854,3047876,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,31769,13418,26104,HodgKh00,20679,5773,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h3r6hfokmtgtxz8mljho",WR,18,REG,A01,KhaDarel,HOD250493,46992,3200484f-4425-0493-dbfc-02187ee1253d,2018,2018.0,,,29.0
2024,TB,QB,QB,6.0,ACT,Baker Mayfield,Baker,Mayfield,1995-04-14,73.0,215,Oklahoma,00-0034855,3052587,30198d30-9769-4e10-ac86-b4c91d940802,30971,12619,46518,MayfBa00,19790,4892,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrbgtbyy8a7l0ux13hjy",QB,19,WC,A01,Baker,MAY483453,46070,32004d41-5948-3453-e6ac-1ecff99fdcf6,2018,2018.0,CLE,1.0,29.0
2024,BUF,QB,QB,17.0,ACT,Josh Allen,Joshua,Allen,1996-05-21,77.0,237,Wyoming,00-0034857,3918298,3069db07-aa43-4503-ab11-2ae5c0002721,30977,12483,46601,AlleJo02,19801,4984,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv",QB,21,CON,A01,Josh,ALL529264,46076,3200414c-4c52-9264-bedc-c4ddaf201fe7,2018,2018.0,BUF,7.0,28.0
2024,NO,WR,WR,17.0,ACT,Dante Pettis,Dante,Pettis,1995-10-23,73.0,195,Washington,00-0034860,3127306,20d16690-560b-4a01-af20-8870ef07ea70,31014,12884,48113,PettDa00,19854,4992,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkn6mnwboawe7iucprxe",WR,18,REG,A01,Dante,PET735981,46113,32005045-5473-5981-8eda-5f27db81c106,2018,2018.0,SF,44.0,28.0
2024,SF,WR,WR,12.0,CUT,Malik Turner,Malik,Turner,1996-01-30,74.0,200,Illinois,00-0034867,3115928,82a7e1ff-019a-4f4b-aeb6-c41420e44891,31777,13378,48078,TurnMa00,20684,5781,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7wv14bgrb5ohjmqsf9p",,10,REG,P07,Malik,TUR576945,46998,32005455-5257-6945-9a73-9303e69596b7,2018,2018.0,,,28.0
2024,MIN,QB,QB,14.0,ACT,Sam Darnold,Sam,Darnold,1997-06-05,75.0,225,Southern California,00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,DarnSa00,19812,4943,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd",QB,19,WC,A01,Sam,DAR466141,46072,32004441-5246-6141-9e5c-6e7d32a03e33,2018,2018.0,NYJ,3.0,27.0
2024,JAX,QB,QB,18.0,DEV,John Wolford,John,Wolford,1995-10-16,73.0,200,Wake Forest,00-0034899,3124092,2ab1b694-1013-4661-85d4-55415d3b147f,31803,13403,46454,,20703,5806,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y6biiyvgepsekqgoqb8i",,18,REG,P07,John,WOL568644,47180,3200574f-4c56-8644-9b76-ac0f15d4d563,2018,2018.0,,,28.0
2024,BAL,WR,WR,18.0,ACT,Steven Sims,Steven,Sims,1997-03-31,70.0,176,Kansas,00-0034928,3917960,4a213e4e-b0ba-4124-833e-33c528bd5908,32187,14055,48341,SimsSt00,21400,6402,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsehft6639kzvqezebqf",WR,20,DIV,A01,Steven,SIM809106,48051,32005349-4d80-9106-3126-855ed37450b4,2019,2019.0,,,27.0
2024,MIN,QB,QB,19.0,DEV,Brett Rypien,Brett,Rypien,1996-07-09,74.0,200,Boise State,00-0034955,3722362,9ab44516-2a26-4049-b630-66539c7a5dfd,32221,13620,46487,,20929,6037,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oogvu5kkkboldowqkfst",,19,WC,P07,Brett,RYP415292,48090,32005259-5041-5292-b37a-51e22ef129f4,2019,2019.0,,,28.0
2024,HOU,RB,FB,47.0,ACT,Andrew Beck,Andrew,Beck,1996-05-15,75.0,255,Texas,00-0034959,3125107,b556a98d-16aa-4a0d-9134-1b59c46cc640,32225,13713,47121,,21227,6323,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsfn0gxxiu1cx6woxd38",FB,20,DIV,A01,Andrew,BEC046566,48096,32004245-4304-6566-b5fa-35b9a8ef10b0,2019,2019.0,,,28.0
2024,LV,WR,WR,16.0,ACT,Jakobi Meyers,Jakobi,Meyers,1996-11-09,74.0,200,North Carolina State,00-0034960,3916433,73e194d1-a4b7-4de4-b1c2-3c24ef502918,32231,13517,47468,MeyeJa01,20876,5947,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p1abjttm5pu8gev0gwea",WR,18,REG,A01,Jakobi,MEY171606,48097,32004d45-5917-1606-4197-8f46779fb9b7,2019,2019.0,,,27.0
2024,HOU,TE,TE,83.0,ACT,Irv Smith,Irvin,Smith,1998-08-09,74.0,240,Alabama,00-0034970,4040980,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,31882,13583,42060,SmitIr01,20949,6126,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvnnqr5kj0rtte3iw9mp",TE,20,DIV,A01,Irv,SMI000018,47833,3200534d-4900-0018-f675-8c060d792d35,2019,2019.0,MIN,50.0,26.0
2024,LV,RB,RB,22.0,ACT,Alexander Mattison,Alexander,Mattison,1998-06-19,71.0,220,Boise State,00-0034972,4048244,ae4faec0-509d-4080-b5cb-d1a44d062858,31934,13477,45817,MattAl01,20868,5987,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uftc0gl0wzo5povcu6ih",RB,18,REG,A01,Alexander,MAT599622,47885,32004d41-5459-9622-25bb-238938a4f96b,2019,2019.0,MIN,102.0,26.0
2024,BAL,RB,RB,43.0,ACT,Justice Hill,Justice,Hill,1997-11-14,70.0,200,Oklahoma State,00-0034975,4038441,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,31945,13427,45865,HillJu00,20802,5995,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jeeq17ah67zxc6vdamhk",RB,20,DIV,A01,Justice,HIL326301,47896,32004849-4c32-6301-179f-7d7fb01289c2,2019,2019.0,BAL,113.0,26.0
2024,NO,TE,TE,87.0,ACT,Foster Moreau,Foster,Moreau,1997-05-06,76.0,250,Louisiana State,00-0034981,3843945,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,31969,13822,47043,MoreFo00,20884,5985,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hfcik9okcbwsbhgoaljy",TE,18,REG,A01,Foster,MOR096402,47920,32004d4f-5209-6402-e68b-97ba5fd58ae3,2019,2019.0,OAK,137.0,27.0
2024,IND,WR,WR,16.0,ACT,Ashton Dulin,Ashton,Dulin,1997-05-15,74.0,215,Malone,00-0035021,4061956,f374262b-d642-4d05-9584-5955548ee4d1,32292,13854,91479,DuliAs00,21349,6427,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/so1vzml0sxv84xoyyr2n",WR,18,REG,A01,Ashton,DUL521764,48118,32004455-4c52-1764-a87e-56f5232faa90,2019,2019.0,,,27.0
2024,CHI,TE,TE,88.0,RES,Stephen Carlson,Stephen,Carlson,1996-12-12,76.0,240,Princeton,00-0035039,3948283,013477a2-0271-4441-a0af-9bc25924a2f6,32273,14131,94365,CarlSt00,21278,6451,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nq0dkalhtzkaodcomjb9",,18,REG,R01,Stephen,CAR177297,48136,32004341-5217-7297-42b4-4e3d5af0a7cc,2019,2019.0,,,27.0
2024,IND,WR,WR,2.0,DEV,D.J. Montgomery,Dewery,Montgomery,1996-11-17,73.0,201,Austin Peay,00-0035045,4249030,021f2c32-0876-4db3-9605-e829f7d449d7,32283,14129,55003,,21473,6453,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s8equqk2rmgcwyf8bkup",,18,REG,P01,D.J.,MON498910,48142,32004d4f-4e49-8910-c5aa-67a60778a884,2019,2019.0,,,27.0
2024,PHI,RB,FB,48.0,ACT,Khari Blasingame,Khari,Blasingame,1996-07-01,72.0,233,Vanderbilt,00-0035099,3122154,bd12a2c0-e6ce-460b-9f09-27b75c306608,32140,13998,44889,,21310,6379,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/beioi5h4lq0obt8yx35v",FB,22,SB,A01,Khari,BLA772342,48207,3200424c-4177-2342-6be2-47a6c47450de,2019,2019.0,,,28.0
2024,CIN,QB,QB,6.0,ACT,Jake Browning,Jake,Browning,1996-04-11,74.0,209,Washington,00-0035100,3886812,f2f29019-7306-4b1c-a9d8-e9f802cb06e0,32138,13504,46401,,21046,6111,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf",,18,REG,A01,Jake,BRO817047,48208,32004252-4f81-7047-eee5-b238d06a81e2,2019,2019.0,,,28.0
2024,WAS,WR,WR,84.0,CUT,Davion Davis,Davion,Davis,1996-10-23,71.0,195,Sam Houston State,00-0035101,3933568,95f9c4fe-b5b0-4075-bdd8-f5b458373df6,32141,14048,33158,DaviDa03,21311,6380,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqsasalphgxytdferwds",,1,REG,W03,Davion,DAV262137,48209,32004441-5626-2137-90c0-91ca6690daa1,2019,2019.0,,,27.0
2024,MIA,RB,FB,30.0,ACT,Alec Ingold,Alec,Ingold,1996-07-09,73.0,242,Wisconsin,00-0035125,3917668,7ade135c-0760-4548-b7d9-cf1174e2be33,32344,13806,34934,,20819,6109,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ti3f1rb38z7sbxkjk2d9",RB,18,REG,A01,Alec,ING382661,48233,3200494e-4738-2661-ba77-8c3544862938,2019,2019.0,,,28.0
2024,KC,WR,WR,17.0,RES,Mecole Hardman,Mecole,Hardman,1998-03-12,70.0,187,Georgia,00-0035140,4035004,fe6dc768-d576-476c-b150-53b85af2a1d1,31888,13532,42683,HardMe00,20788,5917,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cfbjutuygqg7imy0qwpt",,22,SB,R01,Mecole,HAR069520,47839,32004841-5206-9520-9e70-d5597391d8c0,2019,2019.0,KC,56.0,26.0
2024,WAS,QB,QB,3.0,CUT,Trace McSorley,Trace,McSorley,1995-08-23,72.0,202,Penn State,00-0035146,3116172,d4d135fd-b710-4c12-9082-9d6e544b3f8d,32029,13752,32819,McSoTr00,20874,5974,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfl6nhrkzshnhcsxfvqy",,1,REG,A01,Trace,MCS410965,47980,32004d43-5341-0965-ebd1-9af7818f36ae,2019,2019.0,BAL,197.0,29.0
2024,TB,WR,WR,83.0,DEV,Cody Thompson,Cody,Thompson,1996-01-11,74.0,205,Toledo,00-0035164,3126115,16da963d-a300-4d72-8e4d-7771196c03e9,32367,13490,48152,,20963,6171,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dghmeq55sg0rb1ppakkr",,19,WC,P02,Cody,THO480148,48266,32005448-4f48-0148-e3e0-9719db2d8913,2019,2019.0,,,28.0
2024,WAS,WR,WR,14.0,ACT,Olamide Zaccheaus,Olamide,Zaccheaus,1997-07-23,68.0,193,Virginia,00-0035208,3917914,d8281390-f081-41e5-b55e-75779536fe94,32123,13833,44920,ZaccOl01,21142,6271,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hcmdnfgnnvcp0qbktpxd",SLOT_WR,21,CON,A01,Olamide,ZAC133180,48374,32005a41-4313-3180-ba01-ae8103314fa2,2019,2019.0,,,27.0
2024,BAL,WR,WR,3.0,RES,Deonte Harty,Deonte,Harty,1997-12-04,66.0,170,Assumption,00-0035215,4411193,8f1147cb-3040-4128-b113-5813816241ec,32398,14191,91470,HarrDe07,21163,6234,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh7rbtvohdkaacqaxqke",,20,DIV,R48,Deonte,HAR363871,48415,32004841-5236-3871-2f21-12e477161944,2019,2019.0,,,26.0
2024,HOU,WR,WR,82.0,CUT,Diontae Johnson,Diontae,Johnson,1996-07-05,70.0,181,Toledo,00-0035216,3932905,244c00c7-fe9a-4f4f-adff-1d5b9c8877e7,31898,13472,33441,JohnDi01,21077,5937,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjtil6ilydmwoy0btlt7",,20,DIV,W03,Diontae,JOH000017,47849,32004a4f-4800-0017-a19a-a554dee114ed,2019,2019.0,PIT,66.0,28.0
2024,LV,TE,TE,88.0,CUT,Zach Gentry,Zach,Gentry,1996-09-10,80.0,265,Michigan,00-0035222,3929924,58f18567-a050-49c4-aeca-b34499338b37,31973,13511,36049,GentZa00,20770,6018,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8vddwqiybkx41wwtjy4",,1,REG,A01,Zach,GEN720399,47924,32004745-4e72-0399-13c5-f32125e7a948,2019,2019.0,PIT,141.0,27.0
2024,ARI,QB,QB,1.0,ACT,Kyler Murray,Kyler,Murray,1997-08-07,70.0,207,Oklahoma,00-0035228,3917315,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,31833,13613,38334,MurrKy00,20889,5849,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsladvvsaptc29bbcah2",QB,18,REG,A01,Kyler,MUR670413,47784,32004d55-5267-0413-8d36-a5c3fd781aa0,2019,2019.0,ARI,1.0,27.0
2024,MIN,TE,TE,87.0,ACT,T.J. Hockenson,Thomas,Hockenson,1997-07-03,77.0,248,Iowa,00-0035229,4036133,bd1120b6-38b3-4225-a4b0-20660a149d0d,31840,13610,40912,HockTJ00,20805,5844,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9zhffstwzae8i5di6tk",SLOT_WR,19,WC,A01,T.J.,HOC422041,47791,3200484f-4342-2041-c442-6c874885b155,2019,2019.0,DET,8.0,27.0
2024,CAR,RB,RB,6.0,ACT,Miles Sanders,Miles,Sanders,1997-05-01,71.0,211,Penn State,00-0035243,4045163,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,31885,13521,40555,SandMi01,20933,6151,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvyjbie3d0ro8ohgphe0",RB,18,REG,A01,Miles,SAN153567,47836,32005341-4e15-3567-869d-79c73965b54e,2019,2019.0,PHI,53.0,27.0
2024,MIN,TE,TE,84.0,ACT,Josh Oliver,Josh,Oliver,1997-03-21,77.0,250,San Jose State,00-0035249,3921690,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,31901,13786,47083,OlivJo00,20899,5973,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwd3muzyjclgjlwwtdah",TE,19,WC,A01,Josh,OLI524360,47852,32004f4c-4952-4360-2a59-44a3fa93d63f,2019,2019.0,JAX,69.0,27.0
2024,NYG,RB,RB,26.0,ACT,Devin Singletary,Devin,Singletary,1997-09-03,67.0,203,Florida Atlantic,00-0035250,4040761,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,31906,13449,40485,SingDe00,20941,6130,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh",RB,18,REG,A01,Devin,SIN186919,47857,32005349-4e18-6919-d1e6-003f4632ba87,2019,2019.0,BUF,74.0,26.0
2024,DAL,QB,QB,15.0,INA,Will Grier,Will,Grier,1995-04-03,73.0,220,West Virginia,00-0035251,3115252,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,31932,13446,38265,GrieWi00,20779,5903,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i4yjdmx9siwbpou4s8km",,18,REG,A01,Will,GRI022415,47883,32004752-4902-2415-512e-3cae73b00f0f,2019,2019.0,CAR,100.0,29.0
2024,LV,TE,TE,88.0,CUT,Trevon Wesco,Trevon,Wesco,1995-09-12,75.0,267,West Virginia,00-0035259,4039253,f6c34178-e063-444b-96b3-df6b3cf66419,31953,13828,42018,WescTr00,20977,6181,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptq3iidy6uyg3f31gjl5",,12,REG,P07,Trevon,WES028199,47904,32005745-5302-8199-29be-c7f9603e3f55,2019,2019.0,NYJ,121.0,28.0
2024,TEN,RB,RB,20.0,ACT,Tony Pollard,Tony,Pollard,1997-04-30,72.0,209,Memphis,00-0035261,3916148,33b0227d-4c21-4e71-b4cd-be35f7db9123,31960,13590,27126,PollTo00,20912,5967,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp",RB,18,REG,A01,Tony,POL283188,47911,3200504f-4c28-3188-35b8-d0ae9db0f68a,2019,2019.0,DAL,128.0,27.0
2024,DEN,QB,QB,8.0,ACT,Jarrett Stidham,Jarrett,Stidham,1996-08-08,75.0,214,Auburn,00-0035264,3892775,582fe465-135a-4901-beef-60aebce99067,31965,13438,13725,StidJa00,20954,6136,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydf4deab7bxkpjztpze5",,19,WC,A01,Jarrett,STI129837,47916,32005354-4912-9837-7193-9c8d8376b821,2019,2019.0,NE,133.0,28.0
2024,LAC,QB,QB,2.0,INA,Easton Stick,Easton,Stick,1995-09-15,73.0,224,North Dakota State,00-0035282,3120590,af291d43-a51f-44ce-b8ac-430ec68c78c8,31998,13627,29466,SticEa00,20953,6185,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybdbylsv4ikjnmwornzo",,19,WC,A01,Easton,STI420937,47949,32005354-4942-0937-5f54-4fc08152f18e,2019,2019.0,LAC,166.0,28.0
2024,LV,QB,QB,15.0,RES,Gardner Minshew,Gardner,Minshew,1996-05-16,73.0,225,Washington State,00-0035289,4038524,dabb52c0-455b-48fe-996b-abf758120623,32010,13741,41401,MinsGa00,20880,6011,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zn2kvriijuixffqfx7ob",,18,REG,R01,Gardner,MIN604610,47961,32004d49-4e60-4610-dc98-dcddea9bb1f6,2019,2019.0,JAX,178.0,28.0
2024,CIN,RB,RB,32.0,ACT,Trayveon Williams,Trayveon,Williams,1997-10-18,68.0,206,Texas A&amp;M,00-0035291,4035222,478fcd24-2617-41d5-a900-b272aa6ef515,32014,13548,45775,WillTr06,20990,6144,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kx1u2iefb1vcnkrpdt4e",FB,18,REG,A01,Trayveon,WIL185325,47965,32005749-4c18-5325-3179-dd521a18c706,2019,2019.0,CIN,182.0,26.0
2024,DAL,WR,WR,84.0,DEV,Kelvin Harmon,Kelvin,Harmon,1996-12-15,74.0,213,North Carolina State,00-0035297,4036163,d3cc6f89-56d8-45e9-87f0-3a1a56f97bc6,32038,13428,47931,HarmKe00,20789,5884,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fface3xneon0qi0kttvd",,18,REG,P06,Kelvin,HAR206185,47989,32004841-5220-6185-a2b0-6140674f568a,2019,2019.0,WAS,206.0,27.0
